title,filename,difficulty,total_notes,duration,peak_density,mean_density,peak_scratch_density,bpm_min,bpm_max,bpm_ratio,rand,doji,kdan,tril,tate,sara,cnbs,total,notes,oabmb,cpi_easy,cpi_clear,cpi_hard,cpi_exhard,cpi_fc
Usual Days-remix,usualday,A,1154,112.23,15.0,10.2357,1.6,139.0,139.0,1.0,60.6,37.2,59.3,40.6,79.7,5.6,0.0,283.0,1154,977.0,,,,,
V2,v2_taka,A,1682,126.4,22.6,13.2331,2.0,150.0,150.0,1.0,72.0,61.1,66.7,50.6,57.8,3.7,0.0,311.9,1682,1241.0,,,,,
Valgus,valgus,A,1206,122.06,16.8,9.787,2.6,175.0,175.0,1.0,26.0,50.1,24.0,5.7,26.0,12.1,0.0,143.9,1206,1003.0,,,,,
VALKYRIAS -英雄誕生-,valkyris,A,1280,121.3,15.8,11.3357,3.4,184.0,184.0,1.0,25.3,47.6,19.0,6.5,13.5,10.0,0.0,121.9,1280,1040.0,,,,,
VALLIS-NERIA,vallis,A,1487,128.43,18.0,11.5147,2.4,185.0,185.0,1.0,27.6,65.1,21.8,1.0,32.6,6.5,116.4,271.0,1443,1121.5,,,,,
VEGA,vega,A,1582,119.37,19.8,13.1633,2.6,191.0,191.0,1.0,41.0,60.0,32.0,10.8,32.9,9.2,0.0,185.9,1582,1191.0,,,,,
Ventriloquist,ventrilq,A,1232,114.35,14.4,10.6365,2.2,170.0,170.0,1.0,32.9,55.9,35.6,3.4,9.8,5.4,0.0,143.0,1232,1016.0,,,,,
Victory Of Ravers,vcravers,A,1301,111.91,16.0,11.5625,3.8,178.0,178.0,1.0,16.4,56.6,15.2,2.8,9.8,20.1,7.2,128.1,1288,1044.0,,,,,
Violet Rose,violrose,A,1294,105.79,16.8,12.1925,2.4,152.0,152.0,1.0,61.1,53.4,50.8,9.7,49.7,3.5,0.0,228.2,1294,1047.0,,,,,
Vitamin,vitamin,A,1346,124.59,14.6,10.6992,2.6,160.0,160.0,1.0,54.1,34.0,36.1,4.6,13.6,11.2,6.1,159.7,1337,1068.5,,,,,
voice of echo.,voicecho,A,1392,113.91,18.4,12.1368,2.6,175.0,175.0,1.0,52.8,35.3,40.9,13.1,24.8,5.5,28.6,201.0,1356,1078.0,,,,,
Volcanic Dragon,vldragon,A,1384,123.43,16.2,12.0632,3.8,175.0,175.0,1.0,32.3,53.2,20.4,1.6,10.5,14.7,6.5,139.2,1374,1087.0,,,,,
VOLCANIC BIGBEAT,volca_bb,A,1444,120.1,16.0,11.8942,7.8,148.0,148.0,1.0,51.4,40.3,39.8,4.2,24.3,41.5,0.0,201.5,1444,1122.0,,,,,
Votum stellarum-Hommarju Remix-,votumhmj,A,1384,117.12,18.2,11.6712,2.8,120.0,175.0,1.4583,68.0,37.0,56.0,18.9,36.6,6.2,0.0,222.7,1384,1092.0,,,,,
Vulkan,vulkan,A,1484,113.63,16.8,12.9298,3.2,205.0,205.0,1.0,26.3,55.6,21.6,9.9,18.4,3.8,0.0,135.6,1484,1142.0,,,,,
Wanna Party?,wn_party,X,1159,99.38,20.6,13.6188,1.4,128.0,128.0,1.0,51.9,110.3,50.9,10.8,8.7,2.2,0.0,234.8,1159,979.5,,,,,
Wanna Party?†,wnpartyl,A,1159,99.38,20.6,13.6188,1.4,128.0,128.0,1.0,51.9,110.3,50.9,10.8,8.7,2.2,0.0,234.8,1159,979.5,,,,,
winkle 2 winkle,winkle2w,A,1408,115.18,17.6,12.0707,2.2,171.0,171.0,1.0,52.9,43.4,44.5,1.6,9.8,9.6,0.0,161.8,1408,1104.0,,,,,
WISE UP!,wise_up,X,709,98.27,11.8,7.1192,1.2,127.0,127.0,1.0,28.0,40.4,24.6,6.7,11.7,2.9,0.0,114.3,709,709,,,,,
With You,withyu30,A,1296,116.9,15.2,11.0171,7.0,150.0,150.0,1.0,26.8,45.7,24.6,4.5,20.9,30.0,0.0,152.5,1296,1048.0,,,,,
Wolf 1061,wolf1061,A,1480,124.86,18.8,12.118,1.6,173.0,173.0,1.0,72.7,46.0,68.8,6.9,30.5,2.2,114.0,341.1,1453,1126.5,,,,,
Wonder Bullfighter,wonbull,A,1052,126.19,13.8,8.3365,6.0,126.0,126.0,1.0,35.6,24.9,30.6,5.2,15.5,54.0,0.0,165.8,1052,926.0,,,,,
Wonder Girl feat. Kanae Asaba,wndrgirl,A,1401,115.59,17.0,11.9672,1.6,160.0,160.0,1.0,54.6,56.5,44.7,14.0,23.7,4.8,0.0,198.3,1401,1100.5,,,,,
Wonderland,wndrland,A,1243,118.75,15.6,11.72,3.4,180.0,180.0,1.0,19.7,53.2,18.1,10.9,25.6,7.6,0.0,135.1,1243,1021.5,,,,,
X-ray binary,x_binary,A,1417,116.8,17.0,11.9846,1.2,150.0,150.0,1.0,78.2,45.5,64.3,12.4,29.1,3.0,0.0,232.5,1417,1108.5,,,,,
XANADU OF TWO,xanadu_2,X,1267,127.59,16.0,10.0848,1.4,160.0,160.0,1.0,29.5,44.8,32.2,13.9,18.8,3.5,0.0,142.7,1267,1033.5,,,,,
xenon,xenon,A,1216,104.81,16.2,11.4895,1.6,158.0,158.0,1.0,93.0,31.1,58.3,6.4,22.3,3.2,0.0,214.3,1216,1008.0,,,,,
XENON II ～TOMOYUKIの野望～,xenon2,A,1410,112.5,18.2,13.9188,1.6,160.0,160.0,1.0,89.0,41.9,70.8,17.3,31.3,3.6,16.7,270.6,1388,1094.0,,,,,
Xepher,xepher,A,1479,118.68,15.8,12.3513,1.6,170.0,170.0,1.0,77.6,41.0,72.4,19.8,27.3,4.3,0.0,242.4,1479,1139.5,,,,,
XINOBIKILL,xinobikl,A,1398,122.93,16.0,11.2472,1.2,164.0,164.0,1.0,65.7,37.5,62.5,10.2,26.6,3.2,23.0,228.7,1387,1093.5,,,,,
Xyndrome,xyndrome,A,1495,118.15,18.8,12.5546,4.2,195.0,195.0,1.0,20.6,64.2,17.4,11.2,13.8,17.0,25.2,169.4,1473,1136.5,,,,,
yamabiko(SINOBUZ Edition),yamabiko,A,1345,116.88,17.6,11.5534,1.8,154.0,154.0,1.0,53.8,52.8,43.5,12.0,31.5,5.8,1.3,200.7,1344,1072.0,,,,,
YELLOW FROG from Steel Chronicle,ylw_frog,X,1161,106.91,20.0,10.7981,1.4,110.0,110.0,1.0,42.4,76.0,36.4,10.6,23.4,4.7,81.1,274.6,1062,931.0,,,,,
Yellow Sketch(RX-Ver.S.P.L.),ylsketch,A,1462,118.64,16.2,12.1832,0.8,176.0,176.0,1.0,74.0,36.8,72.4,16.3,26.7,3.2,3.4,232.8,1458,1129.0,,,,,
You'll say \,youllnow,A,1051,97.55,21.2,11.0168,3.0,155.0,155.0,1.0,75.7,39.8,69.3,26.1,48.5,4.2,0.0,263.6,1051,925.5,,,,,
Yum Yum Jelly,yumjelly,A,1119,108.0,18.6,11.2545,3.4,180.0,180.0,1.0,35.9,41.8,34.1,12.4,26.9,6.7,21.9,179.7,1099,949.5,,,,,
ZED,zed,A,1405,122.53,16.6,11.3285,1.8,190.0,190.0,1.0,66.3,38.0,56.0,5.9,15.5,3.3,0.0,185.0,1405,1102.5,,,,,
ZENDEGI DANCE,zendegi,A,1230,115.59,15.8,11.7673,1.6,160.0,160.0,1.0,44.6,53.3,42.2,10.4,20.2,2.8,0.0,173.5,1230,1015.0,,,,,
Zenith,zenith,A,1128,130.24,13.6,8.6015,0.8,164.0,164.0,1.0,47.7,24.8,43.2,6.8,59.4,2.2,87.7,271.8,1045,922.5,,,,,
ZEИITH,zenithsv,A,1531,112.42,20.6,13.4071,4.2,190.0,190.0,1.0,43.9,46.1,41.1,9.6,25.4,14.5,0.0,180.6,1531,1165.5,,,,,
ZERO-ONE,zeroone,X,941,96.09,14.6,9.5856,0.8,160.0,160.0,1.0,62.2,30.4,34.6,13.5,20.8,1.9,0.0,163.4,941,870.5,,,,,
ZETA～素数の世界と超越者～,zeta,A,1533,153.5,17.6,9.9494,1.4,90.0,180.0,2.0,49.0,42.2,38.5,2.5,31.8,2.6,0.0,166.6,1533,1166.5,,,,,
100% minimoo-G,100mnm_g,A,861,119.29,10.4,7.2763,3.2,252.0,252.0,1.0,28.7,5.9,13.3,36.0,99.5,10.9,0.0,194.3,861,830.5,,,,,
10000 MILES AWAY,10000mil,A,1494,121.35,18.8,12.177,2.8,178.0,178.0,1.0,25.0,50.0,19.8,5.8,13.0,13.5,54.5,181.6,1400,1100.0,,,,,
1st Samurai,1samurai,A,1258,147.2,12.2,8.4635,3.6,120.0,200.0,1.6667,50.2,38.1,51.6,13.8,25.0,13.0,0.0,191.7,1258,1029.0,,,,,
2 tribe 4 K,2tribelc,A,1391,120.0,17.8,11.486,1.6,140.0,140.0,1.0,68.8,59.8,63.9,15.0,30.6,7.1,0.0,245.2,1391,1095.5,,,,,
20XX,20xx,A,1370,110.67,17.8,12.4145,1.6,180.0,180.0,1.0,75.9,39.1,53.8,8.1,19.5,5.2,0.0,201.6,1370,1085.0,,,,,
24th Century BOY,24th_boy,A,1456,119.02,17.6,12.2729,1.4,168.0,168.0,1.0,57.4,55.6,56.2,15.6,28.5,3.2,0.0,216.5,1456,1128.0,,,,,
27th style,27thstyl,A,1768,116.9,21.2,14.9487,9.2,150.0,150.0,1.0,35.0,30.6,33.3,8.2,21.4,150.2,0.6,279.3,1767,1283.5,,,,,
3V0,3v0,A,1530,120.63,18.8,12.8471,6.4,191.0,191.0,1.0,46.0,48.2,31.5,14.0,26.7,19.9,8.8,195.1,1528,1164.0,,,,,
405nm(Ryu☆mix),405nm,A,1301,107.2,18.4,11.9944,2.0,177.0,177.0,1.0,55.7,42.7,42.0,23.3,36.1,4.1,0.0,203.9,1301,1050.5,,,,,
50th Memorial Songs -The BEMANI History-,50th_bmn,A,1214,113.05,17.8,12.104,2.2,136.0,136.0,1.0,67.7,52.8,63.2,20.3,43.6,5.6,0.0,253.2,1214,1007.0,,,,,
532nm,532nm,A,1328,95.0,19.6,13.7479,2.2,177.0,177.0,1.0,75.0,48.3,56.3,16.8,26.9,4.4,0.0,227.7,1328,1064.0,,,,,
アイドル,_idol,X,1600,125.78,17.4,12.6444,2.4,166.0,166.0,1.0,55.4,57.2,43.8,3.4,9.6,8.3,0.0,177.7,1600,1200.0,,,,,
青の洞窟,_bgrotto,A,1600,128.91,23.0,12.3597,1.0,175.0,175.0,1.0,72.2,36.2,52.6,42.6,62.8,3.4,0.0,269.8,1600,1200.0,,,,,
朝焼けから始まるボクらの小さな旅,_asayake,A,1280,121.82,20.6,10.5702,1.4,100.0,218.0,2.18,26.3,45.7,25.5,34.4,57.3,5.1,0.0,194.3,1280,1040.0,,,,,
あるビー！ feat.ころねぽち,_aru_b,A,1457,120.0,15.6,12.0083,2.8,236.0,236.0,1.0,9.6,50.3,11.7,1.1,5.9,13.3,15.8,107.7,1441,1120.5,,,,,
& Intelligence,_and_int,A,1477,117.09,17.2,13.8585,3.8,160.0,160.0,1.0,82.1,37.6,69.3,7.3,31.2,20.7,16.1,264.3,1449,1124.5,,,,,
いつかオトナになれるといいね。,_itsuoto,A,1522,122.73,14.4,12.2878,1.6,176.0,176.0,1.0,35.1,55.5,33.1,5.8,14.5,3.4,0.0,147.4,1522,1161.0,,,,,
命の標本,_inochi,A,1342,119.34,17.6,11.095,2.6,183.0,183.0,1.0,49.7,49.8,45.8,12.3,19.1,6.1,0.0,182.8,1342,1071.0,,,,,
うさ☆かめ 大戦争！,_usakame,A,1173,113.14,15.4,10.2491,3.2,210.0,210.0,1.0,32.5,40.5,33.9,6.0,15.8,13.1,0.0,141.8,1173,986.5,,,,,
ウツシミウツシ,_utusimi,A,1595,120.77,17.0,13.0694,2.2,175.0,175.0,1.0,54.6,56.3,43.0,17.8,35.3,4.6,0.0,211.6,1595,1197.5,,,,,
麗 ～うらら～,_urara,A,1329,117.68,16.0,11.2424,2.0,155.0,155.0,1.0,77.1,29.3,70.3,13.3,43.5,5.3,0.0,238.8,1329,1064.5,,,,,
ÆTHER,_aether,A,1354,131.25,15.2,10.2318,2.8,24.0,192.0,8.0,31.7,35.0,31.9,5.6,20.3,14.5,0.0,139.0,1354,1077.0,,,,,
えだまめカレークッキング,_edamame,A,1119,105.6,15.0,10.8824,1.2,150.0,150.0,1.0,47.8,45.9,34.9,3.4,22.2,4.0,43.9,202.1,1061,930.5,,,,,
《ORDERBREAKER》,_orderbr,A,1257,117.2,13.2,10.6119,2.6,166.0,166.0,1.0,43.5,37.0,48.4,11.1,18.1,9.5,63.7,231.3,1175,987.5,,,,,
おーまい！らぶりー！すうぃーてぃ！だーりん！,_omylove,A,1356,120.09,15.2,12.2636,2.0,170.0,170.0,1.0,60.1,35.6,47.3,16.8,39.5,6.7,0.0,206.0,1356,1078.0,,,,,
オールトの雲,_oortcld,A,1335,119.51,17.4,11.065,2.8,215.0,215.0,1.0,19.5,48.1,17.3,0.6,13.8,4.5,20.7,124.5,1310,1055.0,,,,,
御千手メディテーション,_osenju,A,1152,124.51,15.0,9.1888,4.0,120.0,190.0,1.5833,40.5,7.7,41.5,20.8,21.8,23.8,0.0,156.1,1152,976.0,,,,,
オドループ,_oddloop,X,1500,115.9,14.8,12.8138,1.0,172.0,172.0,1.0,8.3,82.7,8.6,4.3,8.5,2.1,0.0,114.5,1500,1150.0,,,,,
鬼天,_onigami,A,1158,105.93,16.6,10.8679,1.4,161.0,161.0,1.0,51.9,35.0,42.7,28.7,58.2,3.7,40.2,260.4,1113,956.5,,,,,
朧,_oboro,X,1280,117.58,16.0,10.822,2.0,149.0,149.0,1.0,56.4,53.1,48.8,6.8,17.5,5.8,0.0,188.4,1280,1040.0,,,,,
朧†,_oborol,A,1280,117.58,16.0,10.822,2.0,149.0,149.0,1.0,56.4,53.1,48.8,6.8,17.5,5.8,0.0,188.4,1280,1040.0,,,,,
怪物,_kaibutu,X,1648,120.09,18.8,13.5488,2.4,170.0,170.0,1.0,15.9,87.4,14.3,3.0,8.9,5.5,12.5,147.5,1626,1213.0,,,,,
ガヴリールドロップキック,_gabriel,A,1287,120.1,16.2,11.2807,2.8,88.0,170.0,1.9318,36.1,47.8,27.5,14.6,24.2,11.5,17.2,178.9,1267,1033.5,,,,,
覚悟せよ！エンタンメ～ン～より身の切り売り自暴自棄版～,_kakugos,A,1468,125.17,15.2,11.6429,1.8,120.0,176.0,1.4667,49.0,44.0,44.0,30.7,49.2,5.5,31.8,254.2,1422,1111.0,,,,,
禍根,_srcof_c,A,1304,114.44,18.4,11.2487,1.4,170.0,170.0,1.0,69.1,34.9,69.9,16.1,30.8,2.5,0.0,223.3,1304,1052.0,,,,,
か・し・ま・し☆PUMP UP！,_kasimas,A,1333,123.43,15.2,10.6919,4.0,175.0,175.0,1.0,36.4,33.1,37.2,11.0,34.6,15.1,0.0,167.4,1333,1066.5,,,,,
合体せよ!ストロングイェーガー!!(Ryu☆ remix),_tsj_ryu,A,447,114.68,18.4,6.8762,2.0,155.0,155.0,1.0,66.1,36.0,44.3,16.2,43.3,5.7,0.0,211.6,447,447,,,,,
鴉,_karasu,A,1356,112.5,18.2,12.4593,2.4,190.0,190.0,1.0,14.0,59.0,20.4,6.5,19.0,8.0,0.0,126.9,1356,1078.0,,,,,
華麗なる!音戯探偵ひなビタ♫,_kareinr,A,1204,111.86,16.8,10.7143,2.2,72.0,127.0,1.7639,52.6,50.3,47.4,17.6,41.0,9.7,0.0,218.6,1204,1002.0,,,,,
きみのせかい,_kiminos,A,1446,136.06,18.2,10.5139,1.8,184.0,184.0,1.0,28.9,54.2,23.6,12.6,15.9,3.6,24.9,163.7,1402,1101.0,,,,,
響花水月,_kyouka,A,1487,120.0,17.6,12.2397,2.0,180.0,180.0,1.0,56.4,42.6,52.8,10.3,13.0,5.1,0.0,180.2,1487,1143.5,,,,,
狂水一華,_kichika,A,1370,117.09,14.6,11.5492,2.4,160.0,160.0,1.0,55.7,34.4,44.2,20.9,36.7,10.5,9.0,211.4,1354,1077.0,,,,,
ぐだふわエブリデー,_gudafwa,A,1169,87.27,15.8,13.2159,1.4,220.0,220.0,1.0,16.8,48.3,13.7,0.0,1.5,3.0,0.0,83.3,1169,984.5,,,,,
《GRANDMASTER》,_gmaster,A,1504,117.0,17.8,12.7322,2.8,160.0,160.0,1.0,96.1,34.1,85.0,7.8,16.6,6.8,15.1,261.5,1488,1144.0,,,,,
ゲシュタルト,_gestalt,X,1679,126.4,21.4,13.1953,2.0,150.0,150.0,1.0,45.4,93.6,36.3,5.9,14.2,6.5,1.7,203.6,1676,1238.0,,,,,
恋は白帯、サンシロー,_koisiro,X,1395,120.69,14.6,11.5058,1.8,175.0,175.0,1.0,20.9,71.9,20.3,4.6,25.8,5.2,1.5,150.2,1394,1097.0,,,,,
恋は白帯、サンシロー†,_koisirl,A,1395,120.69,14.6,11.5058,1.8,175.0,175.0,1.0,20.9,71.9,20.3,4.6,25.8,5.2,1.5,150.2,1394,1097.0,,,,,
ここからよろしく大作戦143,_ope_143,X,1598,126.52,16.2,12.5087,2.8,184.0,184.0,1.0,24.9,63.1,24.6,3.2,13.2,6.2,2.7,137.9,1594,1197.0,,,,,
炸裂！イェーガー電光チョップ!!(JAEGER FINAL ATTACK),_jfinala,A,1129,110.28,17.6,10.1171,2.8,159.0,159.0,1.0,42.5,43.2,39.9,7.9,66.3,8.7,0.0,208.5,1129,964.5,,,,,
時空トラベローグ,_jikutrv,A,1395,121.03,15.8,11.4115,1.6,234.0,234.0,1.0,30.3,35.9,30.4,8.6,31.4,4.3,0.0,140.9,1395,1097.5,,,,,
雫,_shizuku,A,1361,123.05,17.2,10.9726,2.0,95.0,210.0,2.2105,10.3,59.7,10.8,6.4,10.8,3.5,0.0,101.5,1361,1080.5,,,,,
死神自爆中二妹アイドルももかりん(1歳),_momoka,A,1328,110.86,18.8,11.8432,2.0,210.0,210.0,1.0,29.2,46.8,29.8,7.9,40.6,5.5,0.0,159.8,1328,1064.0,,,,,
忍恋花,_snbrnka,A,1039,102.86,16.0,10.0097,1.2,189.0,189.0,1.0,23.3,41.2,20.2,37.6,63.4,4.5,0.0,190.2,1039,919.5,,,,,
シャムシールの舞,_shamshr,A,1294,111.13,17.2,11.55,1.6,100.0,155.0,1.55,39.7,74.5,32.5,6.1,20.7,3.0,0.0,176.5,1294,1047.0,,,,,
純真可憐デザイア,_jdesire,X,1190,120.0,13.2,9.7702,1.6,182.0,182.0,1.0,9.0,38.4,11.3,5.7,12.8,6.7,5.7,89.6,1181,990.5,,,,,
少年リップルズ,_sripple,A,1242,108.57,16.2,11.3028,2.6,210.0,210.0,1.0,11.5,51.1,11.0,1.3,17.5,4.4,18.4,115.2,1226,1013.0,,,,,
シル・ヴ・プレジデント,_silvous,X,1301,91.36,19.2,14.1152,2.2,176.0,176.0,1.0,15.3,86.5,18.5,2.4,5.8,5.2,0.0,133.7,1301,1050.5,,,,,
セロトニン,_seroton,A,1192,116.9,16.6,10.0718,2.6,150.0,150.0,1.0,50.0,34.1,42.1,9.5,29.5,9.9,13.2,188.3,1177,988.5,,,,,
全力 SPECIAL VACATION!!～限りある休日～,_fullpwr,A,906,111.62,13.6,8.466,2.2,170.0,170.0,1.0,33.5,31.8,27.8,5.6,13.4,6.5,0.0,118.6,906,853.0,,,,,
創世ノート,_gennote,A,1481,118.8,18.0,12.4,2.8,200.0,200.0,1.0,38.5,46.4,36.6,8.9,31.5,7.5,0.0,169.4,1481,1140.5,,,,,
泰東ノ翠霞,_taito26,A,877,122.75,16.8,7.4684,3.0,180.0,180.0,1.0,12.8,22.3,25.1,83.7,155.4,8.5,0.0,307.8,877,838.5,,,,,
太陽SUNSUNボンジュールアバンチュール,_taiysun,A,1402,120.0,17.8,11.5868,2.4,140.0,140.0,1.0,62.0,61.0,61.3,19.4,82.4,6.1,0.0,292.2,1402,1101.0,,,,,
たからもの,_takara,X,980,134.51,10.8,7.2489,1.2,182.0,182.0,1.0,5.7,46.6,7.5,0.0,11.2,2.8,0.0,73.8,980,890.0,,,,,
打打打打打打打打打打,_dadada,A,1317,103.08,21.0,12.5962,2.2,156.0,156.0,1.0,40.5,69.9,29.3,8.8,90.3,5.1,6.0,249.9,1316,1058.0,,,,,
旅人リラン,_t_rerun,A,1206,119.23,17.0,10.04,1.2,155.0,155.0,1.0,55.2,50.0,43.9,7.6,65.6,4.4,0.0,226.7,1206,1003.0,,,,,
断罪の一花,_danzai1,A,1296,119.35,17.8,10.7833,1.6,185.0,185.0,1.0,33.3,58.3,26.8,2.2,5.8,4.7,10.8,141.9,1282,1041.0,,,,,
タンポポ,_tanpopo,A,1346,101.36,16.6,13.1412,2.0,206.0,206.0,1.0,15.6,65.8,13.1,3.3,8.2,4.9,0.0,110.9,1346,1073.0,,,,,
チェイスチェイスジョーカーズのうた(オニスタイルリミックス),_ccj_oni,A,1427,121.2,15.8,11.6705,2.4,200.0,200.0,1.0,5.8,56.4,5.4,1.5,49.1,12.5,0.0,130.7,1427,1113.5,,,,,
ちょえちょえまぎか,_choe,A,2098,116.0,22.6,17.906,0.8,180.0,180.0,1.0,66.9,88.2,66.1,15.3,16.7,2.8,0.0,256.0,2098,1449.0,,,,,
追想快晴テーマパーク,_sunpark,A,1589,120.71,18.2,13.0595,1.6,170.0,170.0,1.0,60.7,61.8,54.9,5.4,34.0,4.2,0.0,221.0,1589,1194.5,,,,,
月とミルク,_tktmilk,A,1400,118.82,17.0,11.7475,1.4,190.0,190.0,1.0,31.7,51.9,25.3,11.7,19.5,2.3,0.0,142.4,1400,1100.0,,,,,
ディッシュウォッシャー◎彡おいわちゃん,_dw_oiwa,A,1199,112.0,15.2,10.5982,4.0,210.0,210.0,1.0,12.6,54.8,7.3,30.9,52.1,10.6,0.0,168.3,1199,999.5,,,,,
天空脳番長危機十六連打,_rage16,A,1170,113.6,16.8,10.1614,2.0,150.0,150.0,1.0,84.2,29.8,62.4,8.9,21.5,5.2,0.0,212.0,1170,985.0,,,,,
デッドボヲルdeホームラン,_deadbal,A,1417,107.59,16.8,13.0926,2.6,145.0,145.0,1.0,49.4,61.8,50.4,15.5,32.1,9.1,0.0,218.3,1417,1108.5,,,,,
デモーニッシュ,_damonis,A,1580,104.16,26.4,14.9086,0.8,120.0,200.0,1.6667,36.2,88.8,34.9,12.0,14.3,1.6,0.0,187.8,1580,1190.0,,,,,
Ｘ↑Ｘ↓,_x7xl,A,1397,125.67,18.4,10.9889,2.8,172.0,172.0,1.0,45.8,58.3,39.4,28.3,40.6,5.8,0.0,218.2,1397,1098.5,,,,,
でんぱ どりる わんにゃー☆三,_dpdrill,A,1679,120.0,17.8,13.8314,2.8,182.0,182.0,1.0,30.0,67.0,25.9,1.0,10.2,6.2,18.9,159.2,1642,1221.0,,,,,
ドッキン☆サマーあばんちゅーる,_dsummer,A,1447,120.0,19.4,11.9421,5.4,180.0,180.0,1.0,29.6,57.1,27.2,22.3,17.0,16.8,0.0,170.0,1447,1123.5,,,,,
とろぴかる倶楽部,_trpclub,A,1154,108.0,16.8,10.6426,4.6,120.0,120.0,1.0,42.3,38.3,35.3,5.5,24.2,32.0,0.0,177.6,1154,977.0,,,,,
涙のテ・エストラーニョ・ムーチョ,_namidam,A,1422,120.64,15.4,11.6694,2.0,187.0,187.0,1.0,48.9,42.5,42.8,4.5,28.9,4.9,24.8,197.3,1391,1095.5,,,,,
寝起きヤシの木,_neokiys,A,1411,114.0,16.6,12.2209,4.8,160.0,160.0,1.0,27.9,58.0,13.2,23.5,25.9,15.0,0.0,163.5,1411,1105.5,,,,,
眠りの国のステラ,_stellad,A,1393,120.31,14.2,11.4893,1.8,193.0,193.0,1.0,41.4,36.0,30.5,12.7,23.1,6.7,36.7,187.1,1352,1076.0,,,,,
ハードベース・フェスタ,_hbfesta,A,1282,121.52,16.0,11.6327,3.2,158.0,158.0,1.0,42.5,43.3,28.8,3.1,17.1,12.4,0.0,147.2,1282,1041.0,,,,,
パーフェクトイーター,_pfeater,A,1531,124.8,15.6,12.208,2.4,175.0,175.0,1.0,52.6,36.5,40.5,5.0,17.6,10.4,2.0,164.6,1527,1163.5,,,,,
ハオ,_hao,A,1459,127.72,15.4,11.3578,1.6,120.0,176.0,1.4667,34.8,61.0,34.9,5.5,12.2,4.8,0.0,153.2,1459,1129.5,,,,,
儚き恋の華,_hakakoi,A,1515,117.04,16.2,12.8305,3.0,162.0,162.0,1.0,49.0,52.2,46.0,2.3,12.5,13.2,0.0,175.2,1515,1157.5,,,,,
爆ゼニ☆がってんワーカー,_bakzeni,A,1323,121.54,16.8,11.669,1.4,195.0,195.0,1.0,42.7,51.5,36.6,7.7,26.5,5.7,0.0,170.7,1323,1061.5,,,,,
爆ぜりゃんせ,_hazerya,A,1521,118.69,16.2,12.679,3.2,172.0,172.0,1.0,56.3,43.2,48.0,1.4,22.0,12.7,4.2,187.8,1516,1158.0,,,,,
果たせぬ約束 ft. 小林マナ,_hatasen,A,1515,125.85,17.4,12.0079,1.8,164.0,164.0,1.0,43.4,57.3,39.6,14.7,19.6,5.6,0.0,180.2,1515,1157.5,,,,,
バッドエンド・シンドローム,_badends,A,1497,129.52,17.6,11.5108,1.4,126.0,126.0,1.0,86.1,70.2,94.1,48.5,46.9,2.0,0.0,347.8,1497,1148.5,,,,,
花冠 feat.Aikapin,_hanakan,A,1230,121.45,17.4,11.7308,8.2,83.0,180.0,2.1687,23.3,29.9,12.3,9.3,37.1,59.3,0.0,171.2,1230,1015.0,,,,,
バ→ビ→ブ→Bomb!,_babibu,A,1238,116.57,17.6,10.5641,2.2,175.0,175.0,1.0,40.0,33.9,30.3,18.0,29.7,11.8,10.8,174.5,1235,1017.5,,,,,
パ→ピ→プ→Yeah!,_papipu,A,1256,105.09,18.4,11.8019,1.0,160.0,160.0,1.0,45.1,67.6,26.9,10.0,37.5,2.4,28.9,218.4,1227,1013.5,,,,,
パラドキシカル・タイムリープトライアル(Short Ver.),_paradox,A,1305,118.72,15.8,10.8756,3.2,188.0,188.0,1.0,40.9,43.2,35.2,8.8,20.3,8.0,0.0,156.4,1305,1052.5,,,,,
バンブーソード・ガール,_bamboos,A,1213,110.77,15.2,10.8432,3.0,208.0,208.0,1.0,31.7,13.3,42.5,7.5,19.4,14.3,0.0,128.7,1213,1006.5,,,,,
¡Viva!,_viva_,X,1004,108.44,12.8,9.1578,2.4,135.0,135.0,1.0,37.6,45.3,21.8,3.2,24.2,6.2,2.4,140.7,1001,900.5,,,,,
",",_hiraki,A,1338,120.0,15.2,11.9089,6.2,200.0,200.0,1.0,30.5,41.4,25.8,2.3,7.5,17.2,0.0,124.7,1338,1069.0,,,,,
ファイナルレター,_fletter,A,1371,120.59,15.6,11.2793,1.8,205.0,205.0,1.0,38.0,32.0,41.7,3.2,10.3,5.0,20.8,151.0,1346,1073.0,,,,,
冬椿 ft. Kanae Asaba,_fuyutbk,X,1535,120.77,17.0,12.6579,1.8,155.0,155.0,1.0,70.9,48.2,55.6,16.9,38.3,5.9,0.0,235.8,1535,1167.5,,,,,
冬椿 ft. Kanae Asaba†,_fuyutbl,A,1535,120.77,17.0,12.6579,1.8,155.0,155.0,1.0,70.9,48.2,55.6,16.9,38.3,5.9,0.0,235.8,1535,1167.5,,,,,
ぷろぐれっしぶ時空少女!うらしまたろ子ちゃん!,_progura,A,1203,111.09,16.6,10.836,1.8,175.0,175.0,1.0,37.7,39.0,36.6,4.6,17.2,6.6,0.0,141.7,1203,1001.5,,,,,
ベィスドロップ・フリークス,_basdrop,X,1175,113.97,13.4,10.331,3.2,179.0,179.0,1.0,34.5,40.1,28.7,9.4,20.4,11.0,16.0,160.1,1156,978.0,,,,,
ベラ・ベ・カラベラ,_bl_clvr,A,1436,120.0,16.0,11.8314,7.6,150.0,150.0,1.0,49.8,27.9,37.1,13.7,43.4,53.6,2.1,227.6,1432,1116.0,,,,,
